"C_ID","C_TotalVoluntarySuperContribution","C_Age","C_Education","C_Gender","C_MonthlyIncome","C_HomeOwnershipStatus","C_RelationshipStatus","C_NumberofDependants","C_EmploymentType","C_SalarySacrifice","C_FinancialLiteracy","C_PersonalFinancialAdvice","App_SatisfactionRating","App_Tenure","App_AverageDailySessionTime","App_ShowTutorial"
"0b4bba90-5b95-4566-b599-25b0d5569221",981,48,"P","M",4904,"N","S",1,"P","N","M","N","H",11,1,"N"
"0aa009d1-7dcb-40a1-9b74-88ed582a7958",753,37,"M","F",10478,"Y","M",6,"C","N","M","N","L",12,0,"N"
"7f927faa-775c-49a6-9113-38795b5503c6",284,21,"B","M",2833,"N","S",1,"P","N","L","N","L",10,9,"N"
"a1267a19-6c2b-4224-8589-edd1dcde99f0",40,55,"B","F",16922,"Y","O",3,"C","N","L","N","L",7,26,"N"
"6e0689a0-3d7e-4cb1-80a1-c157f72682e4",700,34,"M","M",6663,"N","M",8,"P","Y","L","N","L",23,5,"N"
"80858e7f-7355-4fb6-9385-dee056526614",200,28,"B","F",2896,"N","S",1,"C","N","L","N","L",25,25,"N"
"6c475b95-33f9-4706-8be1-7c7e9f810681",388,33,"M","M",5888,"N","S",1,"C","Y","L","N","L",27,60,"N"
"c7114ee7-95f3-4889-a331-4ff6d3c99593",40,39,"D","M",6095,"N","S",1,"C","N","L","N","H",12,17,"N"
"96bd3a8b-d1bb-4289-a876-140563c55773",2486,42,"M","F",12428,"Y","M",6,"P","Y","H","N","H",20,23,"Y"
"8d7ca76a-18f2-4ac3-a441-827b298caf18",1050,44,"B","M",10707,"Y","M",8,"P","Y","M","N","L",12,44,"N"
"98487ed5-169a-4ba5-abf0-99207df3d05a",1891,60,"B","F",11207,"Y","O",4,"P","Y","M","N","L",14,30,"N"
"e392df9e-c9a3-499a-a556-bed4f9fb689d",803,34,"B","M",4014,"N","M",4,"C","N","L","N","L",24,1,"N"
"fc61b5ef-cb48-4b39-b873-3488f1d7a2b6",538,34,"H","M",2692,"Y","O",5,"C","Y","M","N","H",23,8,"N"
"4ec23984-5966-48a0-aecc-7b3ab80f65b0",1757,56,"D","M",8783,"Y","M",6,"C","Y","H","Y","H",27,34,"Y"
"f188269b-48ad-4d7f-a0b4-7a5295a86380",2847,57,"D","M",14236,"N","O",3,"P","Y","H","Y","L",15,23,"Y"
"2a9309f1-0f2f-4832-84de-637d546cf2d5",2229,48,"P","F",11143,"Y","M",0,"P","Y","H","Y","H",21,30,"Y"
"08d4cc18-17e9-4754-bf21-44989a9b9bef",420,22,"D","M",4200,"N","M",4,"P","N","H","N","H",6,15,"N"
"28f96077-40d9-4cc8-a599-d5f5c99586d0",507,31,"B","M",4690,"Y","M",2,"C","N","L","Y","L",17,44,"N"
"801fe7d6-2ef0-4984-87e0-2cebe8e7a43f",233,24,"B","F",6428,"N","O",8,"C","Y","L","N","L",20,24,"N"
"10aa24ba-b978-4c7b-b6ac-53bb38a2d964",196,20,"D","F",4721,"Y","S",3,"C","N","L","N","L",29,59,"N"
"09ef1c04-5b3d-4a64-ac3c-0cedfef65fef",440,25,"M","F",7354,"Y","S",1,"C","N","H","N","L",25,42,"N"
"5e04d560-3f89-4a32-9651-379a25ef9bda",2700,49,"D","F",13501,"Y","S",1,"C","Y","H","Y","H",17,40,"Y"
"1b71595f-d8ad-442c-b87e-d9adad4bae9c",940,49,"D","F",4701,"Y","S",1,"P","N","M","Y","L",3,55,"N"
"2522df47-9b49-4fd9-8b09-58a86444190b",1201,60,"D","F",6006,"Y","O",6,"C","N","M","Y","L",22,53,"N"
"31d3bcad-90ff-438d-9161-4681d6c21e67",3001,57,"D","F",15007,"Y","S",1,"P","Y","H","Y","H",21,7,"Y"
"53527fff-8c85-49f0-941b-170a23e7597c",1127,44,"B","F",16112,"Y","M",6,"C","N","M","N","L",22,22,"N"
"9653417e-db46-4ed6-8ae6-eaed383ef62e",2670,56,"M","M",13348,"Y","M",1,"C","N","H","Y","H",26,44,"Y"
"16ce12a3-8394-4975-a2de-d519c3741b6d",52,31,"H","F",4880,"Y","O",2,"C","N","L","N","L",28,33,"N"
"015f0881-5148-4d12-87d7-79061fbb0371",376,27,"B","F",4462,"N","S",7,"C","N","M","N","L",21,52,"N"
"68d21b18-300a-40ed-82d4-c3c6c85fde4d",75,50,"M","M",12681,"Y","S",2,"P","N","L","N","L",30,45,"N"
"7d93ddff-759e-43de-bb81-f9e5d2f8720c",296,28,"B","M",4278,"N","S",1,"C","N","L","N","L",14,38,"N"
"7800984a-8e6f-4cdb-940f-7d372a3d167e",207,22,"D","M",3455,"N","S",7,"C","Y","L","N","L",27,19,"N"
"0544df36-7453-44f8-bc54-abcf3bdf9d9b",1160,53,"D","F",5798,"N","M",3,"P","Y","H","Y","H",4,40,"N"
"5ce7503f-23ba-4c37-a31b-5bb61db933fa",138,22,"B","F",3698,"N","O",7,"C","N","L","N","L",19,53,"N"
"b1701f05-aba6-4ca8-bd5f-2f05868d5eaf",91,28,"D","M",3276,"N","S",6,"C","N","L","N","H",14,11,"N"
"924cda1b-c80f-48f2-b356-17fc8e8e4c70",2270,44,"P","M",12435,"Y","O",6,"P","Y","H","N","H",17,34,"Y"
"c7b65848-1b34-40a7-999e-c3173de624ab",2506,46,"H","M",12532,"Y","O",6,"P","N","M","Y","H",30,24,"Y"
"76606d03-94aa-4650-a82f-7d0a61a19a52",892,43,"H","M",9050,"Y","M",4,"C","Y","L","N","L",29,57,"N"
"412157c5-7f01-428b-a914-ed75982745cc",3439,57,"M","M",17197,"Y","O",1,"C","N","H","Y","H",21,52,"Y"
"f2d6b348-f11a-422a-a06a-41307400ef4d",1432,54,"H","M",7161,"N","S",1,"P","Y","M","Y","L",27,4,"Y"
"0264a79d-94af-45b7-8600-908b785c8375",240,33,"B","M",6007,"N","S",3,"C","N","M","Y","L",21,1,"N"
"251e7628-80a2-4698-8e71-ac71d72c5550",1114,59,"D","M",5568,"Y","S",1,"P","N","M","N","L",24,8,"N"
"7c6e16a6-c579-475b-b751-b0993e387c51",216,24,"M","F",5960,"N","S",1,"P","N","L","N","L",16,33,"N"
"8ae28e06-9428-48de-9b2b-75dece7a4768",787,43,"M","M",12861,"Y","O",3,"C","Y","L","N","L",8,49,"N"
"dbd79021-6fbe-4d17-b441-6345fc3d60a7",307,20,"P","F",3465,"Y","M",7,"C","N","L","N","L",21,12,"N"
"33e3194f-a935-4980-90c4-0cab809f3887",2694,60,"B","F",13470,"Y","M",6,"P","Y","H","Y","H",6,51,"Y"
"011a0b71-05cc-461a-aecd-c68eee40d6eb",1032,25,"M","M",10321,"Y","O",4,"P","Y","M","Y","H",16,19,"N"
"c3321043-12a4-4a15-bcf1-cf4b0a30b99b",2236,57,"B","M",11181,"Y","M",5,"C","N","M","Y","H",25,37,"Y"
"d694a6b4-3d01-4722-b957-728a87b5cbbb",296,25,"M","F",4136,"N","O",8,"C","Y","L","N","L",6,32,"N"
"82c94ee4-8b40-48e0-aeb5-39159d38baf1",49,54,"H","F",10354,"Y","O",0,"C","N","L","N","L",26,0,"N"
"2e1da5bf-4e43-47fb-80c3-0d7d9f992b87",791,45,"D","M",13076,"N","S",1,"C","N","L","N","L",9,57,"N"
"116f4a9f-620b-4686-8d14-52fd2b672c8c",64,39,"D","M",4581,"Y","S",1,"C","N","L","Y","L",29,58,"N"
"5f8785c6-8e34-4ff3-a078-0f0a643e100b",2893,60,"P","M",14466,"Y","O",1,"P","Y","H","Y","H",2,32,"Y"
"18b11c8e-9eee-4c4b-812f-8ef651d492bc",276,23,"P","M",3818,"Y","O",7,"C","N","L","Y","L",8,0,"N"
"8909c260-e91a-4621-9382-a073695d823a",82,49,"M","M",11018,"Y","O",7,"P","N","L","N","L",14,33,"N"
"5f08a964-6b45-4b03-b645-66855604a7f9",39,21,"B","F",2939,"N","S",4,"P","N","L","N","L",25,42,"N"
"77814009-48ac-40bb-b620-acbc55259e2c",238,23,"H","M",4013,"N","S",8,"C","Y","L","N","L",27,48,"N"
"c17179ff-e6a8-44ea-a502-fc0d7dcf50dc",37,52,"H","M",16832,"Y","S",5,"P","N","L","Y","H",7,55,"N"
"9f351df1-937e-40d8-a09c-f0f21a7e4666",2669,44,"B","M",13346,"Y","M",7,"P","N","H","Y","H",11,47,"Y"
"d725711d-684e-48cb-866a-c2ce7da36141",84,54,"D","M",11753,"Y","O",0,"C","N","M","Y","H",9,22,"N"
"3de28c04-5eb3-4654-8696-90c804e29abf",54,36,"H","M",5641,"N","S",5,"P","N","L","N","L",20,48,"N"
"e53501b7-c155-4476-9427-974b27275881",906,33,"M","M",5358,"N","O",7,"C","N","M","Y","H",12,30,"N"
"f735ff44-9a47-4a48-ae82-7a1d2d2d927c",2883,47,"H","F",14414,"Y","M",1,"P","Y","H","Y","L",29,24,"Y"
"114c5c25-68ca-4bd3-82e3-217678bd236c",109,23,"B","F",4527,"Y","O",3,"C","N","L","N","L",23,10,"N"
"86a2d02c-9ede-4b60-92ea-57dc040f24c6",3358,52,"B","M",16788,"Y","S",1,"P","Y","H","Y","H",24,12,"Y"
"aa3f0ec9-2832-4005-a864-5cdf96a3dc38",623,36,"B","M",4851,"N","O",3,"C","Y","L","N","L",2,37,"N"
"8052909e-c5f0-4cc5-96f5-219e3feeec0a",290,27,"B","F",4145,"N","O",1,"P","Y","L","N","L",6,51,"N"
"83eec42f-5f37-43be-9c74-cbb3fe9c6add",2743,59,"D","M",13715,"Y","O",5,"C","Y","H","Y","H",25,59,"Y"
"a42ffda2-5870-49f1-96e3-ec42492de258",773,38,"B","F",6103,"N","S",1,"P","Y","L","N","H",6,12,"N"
"3b772f90-bd08-40a7-921b-0df15b2b29cb",18,25,"D","M",3958,"N","S",1,"P","N","L","N","L",29,7,"N"
"6b7f9eab-ee19-4026-808f-e7493fdc8975",1969,56,"D","M",9845,"Y","O",6,"C","Y","H","Y","H",19,5,"Y"
"80de5b29-1c31-492a-91cf-4c50054b3a96",3103,54,"M","F",15516,"Y","O",6,"P","Y","H","Y","H",13,49,"Y"
"ed1bfbdd-258f-4775-8016-f5f50d032b4d",3158,60,"B","M",15789,"N","O",6,"P","Y","H","Y","H",9,34,"Y"
"944520ef-c92c-40f4-9a45-68314d309379",1580,60,"B","M",9362,"Y","S",1,"C","Y","M","N","L",20,39,"N"
"4f693724-61b2-464d-b548-6bb4acebcc32",658,34,"P","M",6257,"N","M",1,"C","N","L","N","L",9,42,"N"
"02a01f5f-8b00-47fb-b0b0-f2b347b8db79",377,28,"H","F",4082,"N","S",1,"C","N","M","N","L",5,47,"N"
"978ad769-39a3-49aa-80d6-5bacec0bd2ba",216,24,"B","F",5189,"N","S",7,"P","N","L","N","L",15,51,"N"
"50f7a539-24b1-403c-bbe5-d251dd8dd749",3087,50,"M","M",15437,"Y","M",6,"C","Y","H","Y","H",11,3,"Y"
"78e63475-a661-4113-907c-5a92b3c2a5bb",84,38,"H","F",7573,"N","S",8,"P","N","L","N","L",8,28,"N"
"237dc61c-e8e9-4e59-b6c4-f4c0253d89f2",361,44,"D","F",4583,"Y","S",1,"C","N","L","N","L",15,46,"N"
"0db8ee56-a7d0-43e8-b7cd-b69ea3cd8f67",340,42,"H","F",5325,"Y","O",4,"C","N","L","N","L",6,54,"N"
"dae37c78-8c90-4b9a-81c2-10ab9048530b",273,24,"D","M",3760,"Y","S",1,"C","Y","L","N","L",14,12,"N"
"01e5a142-2cf6-4937-9a30-15576346bb8b",866,50,"H","F",4332,"Y","S",1,"P","Y","H","N","H",10,15,"N"
"a7046dff-b023-4816-b98b-2028bb1f21a1",70,26,"B","F",3694,"N","S",8,"C","N","L","N","H",7,6,"N"
"6e2d8cec-d0e0-4b41-8da6-20d202674e2b",3001,54,"M","M",15005,"Y","S",1,"P","Y","H","Y","H",5,31,"Y"
"1c788738-f8e6-4c4a-973a-cfddca7b2f53",349,43,"M","F",10101,"Y","S",1,"C","N","L","N","L",6,23,"N"
"a498e966-6723-44a6-9cf6-ee10be1944f5",3034,51,"B","F",15170,"Y","M",1,"C","Y","H","Y","H",24,24,"Y"
"7953215f-17a4-4788-bc65-078db6fd89d0",2760,50,"D","F",13800,"Y","S",1,"P","Y","H","Y","H",15,10,"Y"
"29d0041b-6128-492a-87ea-9c73cb057785",262,24,"B","F",6277,"Y","M",0,"C","N","L","N","L",22,28,"N"
"02dc2877-1361-48a4-a393-3111f2e639a1",51,37,"D","F",5097,"Y","S",7,"C","N","M","N","L",20,30,"Y"
"94873f7d-4a26-4aba-88ce-0b91e5b69834",436,29,"D","M",3189,"N","S",1,"C","Y","L","N","L",21,25,"N"
"6bf080f0-944e-4d60-bd21-271224c09201",239,21,"H","M",3933,"N","S",5,"C","N","L","N","L",20,10,"N"
"5b28e5ea-a233-4072-9843-bcfc93495c83",471,35,"M","M",7271,"N","S",1,"P","N","L","N","L",20,21,"N"
"5a78442a-b759-4cd9-9abb-ffff42b4b38a",143,24,"D","F",3929,"N","O",8,"P","N","L","N","L",11,27,"N"
"0a99190e-a09c-4b65-a606-ba099f5d3d17",225,31,"B","M",5707,"Y","S",1,"C","N","L","Y","L",13,28,"N"
"3b32e4b0-6df7-4254-a87c-fb9b8422db5e",1116,44,"B","F",15946,"Y","M",5,"P","Y","M","N","L",26,28,"N"
"bfcb8b9e-6e27-4daf-964e-e3496d542751",2992,49,"D","F",14959,"Y","S",1,"C","Y","M","Y","L",7,35,"Y"
"d70cf2ff-d66c-4418-b1ca-2b4b068bf6ac",1734,49,"M","F",8670,"Y","M",2,"P","N","M","Y","H",19,35,"Y"
"73810ada-3ba3-4a52-acae-55d7b140a46d",2839,60,"B","M",14197,"Y","S",1,"C","N","H","Y","H",27,44,"Y"
"44fb0d55-eb45-4cd7-95bb-db9a6fbc5fb6",76,31,"P","M",6136,"N","S",1,"C","N","L","N","L",25,15,"N"
"396242e8-a66b-4667-ace6-9b4d7baa2555",2222,56,"H","M",11111,"Y","M",3,"C","N","H","Y","H",17,57,"Y"
"b34bfe39-91d1-4b0d-9884-a3b483cc6a3a",2957,47,"M","F",14783,"Y","M",5,"P","Y","H","Y","L",25,35,"Y"
"71912006-a373-4cdc-9608-aac00ce2ce95",46,20,"M","F",2901,"N","S",1,"C","N","L","N","L",19,23,"N"
"d63fd4de-1208-4ecb-82fa-54d69bd39c79",3236,43,"M","M",16182,"Y","S",1,"P","Y","H","Y","H",25,15,"Y"
"7089c1ac-64a7-41a3-8211-36aba6f3cb1f",2584,52,"B","F",12919,"Y","O",6,"C","N","H","Y","H",21,28,"Y"
"b988901b-4c49-48e5-b8ce-38b10b4f9425",998,37,"P","F",7824,"N","S",1,"C","Y","H","Y","L",19,2,"N"
"8a743729-f97f-4c60-b873-16328adb8ea7",269,24,"B","M",4610,"N","M",3,"C","Y","L","N","L",28,50,"N"
"922a5080-b69e-47d5-8159-89541a2dbc3b",1957,43,"B","M",10657,"Y","S",1,"C","Y","M","N","L",29,0,"N"
"a5ff6572-e3cd-4d85-9dc0-a50357e16cb9",1823,51,"B","F",9117,"Y","S",1,"P","Y","H","N","H",9,45,"Y"
"31fd25c4-23d6-454d-88be-edea7f7520cc",2035,59,"D","M",10176,"Y","M",6,"P","Y","H","Y","H",23,22,"Y"
"0ee83192-c47b-4eef-99c6-f33a27daed93",300,26,"D","F",5503,"Y","O",1,"C","N","L","N","L",14,45,"N"
"0d60c7ad-b8a7-45ac-91bb-edeff5ed92e4",97,41,"P","M",5864,"Y","O",7,"C","N","L","Y","L",9,57,"N"
"cb7497ac-18c0-4713-8ce4-78930369ac19",699,36,"B","F",5435,"N","S",1,"C","Y","L","N","L",10,29,"N"
"a2da2e1f-f5dc-4e2e-b3ea-16a832ebe3e5",293,22,"B","F",3925,"N","O",4,"C","Y","L","N","L",15,30,"N"
"f91d4e30-7158-4918-b3de-570c845f759f",210,20,"B","M",2095,"N","S",6,"C","Y","L","N","H",24,8,"N"
"9ba35af7-d193-4137-a2e8-1bc719c4dcc7",527,40,"B","F",8435,"Y","O",0,"C","Y","L","N","L",25,40,"N"
"5b31fa65-c22b-4005-a0c5-7b2f1977b182",586,31,"P","M",5429,"N","M",1,"P","N","L","N","L",20,27,"N"
"8ab4f922-35ae-408b-952c-f39b1ae3d403",2572,58,"P","M",12860,"Y","M",2,"C","N","H","Y","H",9,24,"Y"
"b0d2d8ab-41c0-4ad2-b7ac-c8697c052de7",1045,36,"P","F",7076,"N","M",2,"P","Y","M","Y","H",2,3,"N"
"f11fba32-8a78-4d27-81f3-68dc340ba983",60,56,"B","F",9819,"Y","S",6,"C","N","M","Y","H",18,51,"N"
"c3fb9afd-cf1b-491a-956d-3623ed2b5d77",233,21,"D","M",3083,"N","S",1,"C","Y","L","N","L",23,46,"N"
"cc364479-9b64-4f12-a2a9-7e161a49c6c4",627,38,"H","F",4953,"N","S",1,"C","Y","L","N","L",3,47,"N"
"eaf859b8-f88c-4da6-b2ae-210a5ea6c7c3",503,26,"H","M",2517,"N","M",4,"C","Y","L","N","H",24,1,"N"
"ff7cb712-da1e-4bd4-b91a-aa8689f8390b",238,26,"D","F",1192,"Y","O",6,"C","N","L","N","H",9,1,"N"
"f56c70cc-4b3e-4ced-a575-23159286173e",297,21,"M","F",3259,"Y","S",1,"C","Y","L","N","H",14,7,"N"
"ae4bda8e-9637-43d0-87d0-2bf502f47182",2236,47,"D","F",11181,"Y","O",6,"P","Y","H","Y","L",13,34,"Y"
"602abb80-c355-44d3-ad73-64d937dac75c",283,26,"D","F",4006,"N","S",1,"C","N","L","N","L",17,57,"N"
"ae28c9dd-46fc-49fe-b6dd-c0525daf3e47",275,21,"H","M",3630,"N","O",2,"P","Y","L","N","L",30,58,"N"
"f5fa8131-88ad-40f2-ab2b-069a795412a7",1682,46,"B","F",8408,"Y","M",3,"P","Y","M","Y","H",19,10,"Y"
"2a8358e9-c96f-4161-a2fb-72ab4a9ae65f",508,35,"P","F",6822,"N","M",4,"C","N","L","N","L",19,41,"N"
"007e3f97-1be7-4981-9a35-4b7680b3a4fd",46,56,"B","M",5435,"Y","S",4,"C","N","H","N","L",9,16,"N"
"8c204619-7bc6-41c4-ac8f-02c36d027ab4",3111,47,"B","F",15557,"Y","M",4,"P","Y","H","Y","H",3,50,"Y"
"b0649744-d9b7-46e3-800a-00ca0f2d5ff6",929,35,"P","F",7172,"N","S",1,"P","Y","L","Y","L",16,16,"N"
"3b0ab674-2b73-4a45-b2ca-17e510ad5ccb",268,28,"D","F",3873,"N","O",8,"C","Y","L","N","L",11,12,"N"
"4ec66f3f-65bc-4773-a44a-55fff556a738",248,29,"B","M",3622,"N","S",1,"P","N","L","N","L",15,20,"N"
"897c6301-1151-4ff3-a0df-66a4579430bf",2956,51,"B","M",14782,"Y","O",6,"C","Y","H","Y","H",7,45,"Y"
"0f76289f-3cbd-4622-bf49-022a2d5373fb",130,18,"D","F",4591,"Y","O",3,"C","N","L","Y","L",3,60,"N"
"c53b7f59-44f8-4ed4-9e39-2599d3e34ad4",1940,49,"P","F",9702,"Y","O",6,"P","N","M","Y","H",26,55,"Y"
"d66b680d-e6d3-45a1-90a2-a41f5f3f6cef",277,20,"P","F",3599,"N","O",0,"C","Y","L","N","L",19,15,"N"
"35ed73f9-d560-45b4-9448-d63012df1e1a",3380,54,"B","F",16898,"Y","O",1,"P","N","H","Y","H",22,58,"Y"
"7dbca07f-2ce3-414f-a885-243ab5f37ddc",345,31,"B","M",5139,"N","S",1,"P","Y","L","N","L",18,7,"N"
"7754adfb-a782-44fc-ad3a-a1eb9f56d510",980,43,"P","F",16005,"Y","S",1,"P","Y","L","N","L",16,47,"N"
"d5a60358-58f1-45b0-8be7-354872184a6c",624,36,"B","M",4855,"N","O",1,"C","Y","L","N","L",26,5,"N"
"e126fd04-6fd5-4618-9342-ec5013ff61d0",36,23,"D","F",4016,"N","O",0,"C","N","L","N","L",3,8,"N"
"81cc1ee8-24fc-4199-a4f9-d64802182851",43,28,"B","F",3504,"N","S",1,"P","N","L","N","L",6,3,"N"
"b8ac72a7-c0cd-436a-af5f-7eb73a0b169f",3243,53,"B","M",16215,"Y","S",1,"P","N","L","Y","H",21,19,"Y"
"6c08d2cc-ff28-4415-be8d-284dd93b6af9",1741,50,"P","M",8704,"Y","O",5,"C","Y","H","Y","H",20,3,"Y"
"cfbc5cd4-985c-4e7b-bee0-2b483ec860bc",2524,59,"M","F",12619,"Y","S",1,"P","Y","M","Y","H",9,35,"Y"
"f584505e-75c6-4d5c-8ab1-3de564c11718",255,23,"B","M",2792,"Y","S",1,"C","N","L","N","H",13,26,"N"
"06c27e22-8a0b-4239-896a-2de16e382964",605,30,"H","F",4764,"Y","M",7,"C","N","L","N","L",24,24,"N"
"e2a51f78-67ec-4e5d-8ac2-218660488620",2804,49,"B","F",14018,"Y","O",2,"P","N","M","Y","H",25,39,"Y"
"3140086d-4a85-4de3-abcf-54c62df41702",682,43,"D","F",11139,"N","O",6,"C","N","L","N","L",15,21,"N"
"981f4a46-928f-43d6-81c7-15a04452decb",2082,42,"B","F",11265,"Y","S",1,"P","Y","H","N","H",21,33,"Y"
"c0b9421d-8555-4eaa-a503-fdd02d529d30",2959,55,"P","M",14793,"Y","S",1,"P","N","M","Y","H",12,26,"Y"
"eb1ff23f-e8b6-48f5-b18f-49a90b07bf32",1630,54,"P","M",8151,"Y","O",5,"P","Y","M","Y","H",14,29,"Y"
"0b339f47-09e1-4c43-84fd-edd8de2f4ffa",757,44,"M","M",4327,"Y","M",6,"C","N","M","N","L",2,26,"N"
"cc356b65-93e9-4e95-9a9d-892069e94f19",1929,54,"H","M",9646,"Y","M",4,"P","N","M","Y","H",27,50,"Y"
"f9948a6f-a356-445a-bc63-4c2a6cea70c0",2141,53,"D","M",10706,"N","O",4,"P","Y","M","Y","H",30,42,"Y"
"81966f26-7a0b-4913-827a-60a5cf61a5b0",84,60,"M","M",16881,"Y","S",2,"P","N","L","N","L",25,28,"N"
"4ce44f13-ca59-49b8-874b-e8281a6ee185",335,28,"D","M",3008,"N","S",3,"C","N","L","N","L",27,14,"N"
"a2b268e4-da7d-441b-8787-35bf02f3c412",2840,52,"B","M",16244,"Y","O",8,"P","Y","H","N","L",18,8,"Y"
"3a6816ae-f5ee-461e-a873-ffb5a8e26e04",368,30,"D","O",4730,"N","S",5,"C","Y","L","N","L",11,17,"N"
"fe267b5c-946d-4152-abbd-413860ae9f39",844,37,"D","F",4266,"Y","S",1,"C","N","M","N","H",28,53,"N"
"aa8db1f9-37bb-4cfc-b553-2aaa7ddebbe0",226,20,"H","F",2931,"N","O",0,"P","Y","L","N","L",20,52,"N"
"c74a5c2e-d72e-45f4-bdc3-0c1c726cbd57",715,38,"P","F",5645,"N","S",1,"C","Y","L","N","H",15,58,"N"
"9b9c9dd8-c645-47e6-86bc-484c8ef86f6a",2491,50,"B","M",14105,"Y","O",4,"C","N","H","N","H",18,2,"Y"
"5cbdebdf-8422-4ff0-8fb5-a424b4509ff1",133,23,"P","M",3628,"N","S",1,"C","N","L","N","L",18,5,"N"
"16867e59-3be6-466b-95ea-fd7cc9749509",69,41,"P","M",4118,"Y","S",1,"C","N","L","Y","L",15,27,"N"
"eda3f0f3-637e-4940-930c-94d364565a5e",570,28,"H","M",2848,"Y","S",1,"C","Y","L","N","H",9,20,"N"
"d35b221c-d7d6-4551-87f5-66b32bea8ecb",419,24,"B","M",5781,"N","S",1,"C","Y","L","N","L",16,27,"N"
"28650a7e-6aec-4273-94c5-0c7d34a0eb9e",1485,58,"M","F",7424,"Y","O",5,"P","N","M","Y","L",20,40,"N"
"f01b102d-ee99-40ae-9428-186c2aa30f8b",2504,52,"M","M",12519,"N","M",5,"P","N","M","Y","H",19,24,"Y"
"b229c3dc-b011-4458-be24-27398448a64d",2546,53,"B","M",12728,"Y","S",1,"C","Y","H","Y","H",16,46,"Y"
"b8c1afc0-41da-4e14-8a38-226449d22535",1868,58,"H","M",9340,"Y","S",1,"P","Y","L","Y","L",29,57,"Y"
"a42c6cc6-c918-419f-b389-5a69b810f936",1999,58,"B","F",9995,"Y","M",3,"P","N","H","N","H",16,48,"Y"
"3e3051ef-cc8e-490d-98d2-21691d61614d",425,39,"B","M",6766,"N","S",1,"C","Y","L","N","L",23,9,"N"
"ffe8d056-4425-4d2f-9cf4-238e27689c8f",826,30,"B","F",4132,"N","M",3,"P","Y","M","N","L",20,10,"N"
"04904964-53bc-4843-9ea6-c9307c66871e",977,39,"B","O",4883,"Y","S",1,"C","N","M","N","L",4,37,"N"
"fbf46284-eb4b-4430-bf00-23ac37cc9141",2463,59,"M","M",12316,"Y","S",1,"P","Y","M","Y","H",25,19,"Y"
"b7403b92-685f-496f-a479-d617cd2aecb2",97,35,"M","M",6888,"N","O",7,"P","N","L","N","H",6,57,"N"
"ab64654d-6299-4765-ba2d-9013735c6777",620,34,"B","M",4744,"N","O",7,"C","Y","L","N","L",19,8,"N"
"a1e99cad-0492-4468-a495-f52604d0f369",2819,52,"B","F",16124,"Y","S",1,"P","Y","H","N","H",6,49,"Y"
"91d3eaaa-1064-4387-bcef-e0b54f472e9f",3369,57,"B","M",16847,"Y","M",0,"C","Y","H","Y","H",4,58,"Y"
"5a90ac71-9821-44d5-aa10-c9ab49e577a7",3078,52,"H","F",15388,"Y","M",5,"C","Y","H","Y","H",13,20,"Y"
"39b99d35-5899-4d1e-a883-053c7414b528",520,42,"H","F",8434,"Y","O",8,"P","Y","L","N","L",16,53,"N"
"1cf6aae9-ee08-4217-bfb2-146ad5fd880c",61,53,"D","F",6659,"Y","S",4,"C","N","L","N","L",5,29,"N"
"ff7b9c84-7e38-4b13-acee-09abfd958584",572,31,"H","M",2860,"Y","O",6,"C","Y","M","N","L",23,46,"N"
"3383d9d4-e5d9-45cd-861a-b1d9e51fb9d3",83,26,"H","F",3230,"N","S",6,"C","N","L","N","L",3,6,"N"
"f39868e4-9bcd-4170-aafa-b88d6741bfde",240,24,"B","M",2400,"N","O",0,"C","N","L","N","H",2,9,"N"
"e385df1a-c58a-41ef-bfe8-1a22fd11c487",2385,58,"P","M",11926,"Y","O",4,"P","Y","M","Y","H",19,30,"Y"
"e40b4066-e996-424a-913e-c1930c10e955",953,38,"B","F",4968,"N","M",5,"C","Y","L","N","L",23,9,"N"
"122ad80e-360b-468c-9f42-00ffdc167c5f",1289,50,"M","M",9891,"Y","S",1,"C","N","M","Y","L",19,17,"N"
"f7270001-daaf-4b37-be0e-5e5560494d34",273,22,"D","F",2984,"Y","O",7,"C","Y","L","N","H",25,24,"N"
"f75cf344-41d1-4f30-992f-2b49857036d5",89,34,"M","M",6667,"N","S",5,"C","N","M","Y","H",19,25,"N"
"5ca50d1a-5184-498f-b77c-44c7faebe17e",382,33,"P","F",5805,"N","S",1,"P","N","L","N","L",28,58,"N"
"903a7153-87cd-4161-9195-584c2b11e2b4",437,26,"D","F",3207,"N","S",1,"P","N","L","N","L",26,17,"N"
"f5e9fe6d-e17d-415a-8a3b-e10f4381e77b",1610,47,"D","F",8049,"Y","M",1,"P","Y","M","Y","L",28,20,"Y"
"6171ae67-62f5-4456-a165-cacd951c291f",2571,60,"M","F",12853,"Y","M",3,"C","Y","H","Y","H",20,1,"Y"
"5083a9db-9a23-446f-81b8-98df937337ec",1328,40,"D","M",13215,"Y","M",4,"C","N","M","N","L",26,50,"N"
"2c724840-4cc6-44e9-b069-1409eb24c610",74,31,"D","F",5059,"N","S",5,"C","N","L","N","L",8,45,"N"
"b9421a98-928e-434f-b802-d25fb563657d",677,28,"B","F",4265,"N","M",4,"P","Y","L","N","L",6,28,"N"
"dbe188ff-4f4a-4b6c-9153-20cfbbde97c2",418,28,"B","M",3025,"N","S",1,"C","Y","L","N","L",28,48,"N"
